date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,Temperature_zscore,Temperature_is_anomaly,Humidity_zscore,Humidity_is_anomaly,Light_zscore,Light_is_anomaly,CO2_zscore,CO2_is_anomaly
2015-02-02 14:19:00,23.7,26.272,585.2,749.2,0.00476416302416414,1.0,2.647415079222628,0,-0.27778317319948104,0,2.159637595457766,0,0.18845728996829425,0
2015-02-02 14:19:59,23.718,26.29,578.4,760.4,0.00477266099212519,1.0,2.664472019833026,0,-0.2741701899333864,0,2.1273221599900367,0,0.2244477343166276,0
2015-02-02 14:21:00,23.73,26.23,572.666666666667,769.666666666667,0.00476515255246541,1.0,2.6758433135732913,0,-0.2862134674870346,0,2.100075812438816,0,0.25422554243816653,0
2015-02-02 14:22:00,23.7225,26.125,493.75,774.75,0.00474377335599685,1.0,2.6687362549856255,0,-0.3072892032059194,0,1.7250425111160315,0,0.27056049113793007,0
2015-02-02 14:23:00,23.754,26.2,488.6,779.0,0.00476659399998615,1.0,2.698585901053822,0,-0.292235106263859,0,1.7005683210191487,0,0.2842175793951102,0
2015-02-02 14:23:59,23.76,26.26,568.666666666667,790.0,0.00477933243163454,1.0,2.7042715479239545,0,-0.2801918287102101,0,2.081066732751917,0,0.3195653372372236,0
2015-02-02 14:25:00,23.73,26.29,536.333333333333,798.0,0.00477613633274892,1.0,2.6758433135732913,0,-0.2741701899333864,0,1.9274100052828116,0,0.3452727974860333,0
2015-02-02 14:25:59,23.754,26.29,509.0,797.0,0.00478309370839038,1.0,2.698585901053822,0,-0.2741701899333864,0,1.7975146274223348,0,0.34205936495493205,0
2015-02-02 14:26:59,23.754,26.35,476.0,803.2,0.00479409399662041,1.0,2.698585901053822,0,-0.2621269123797375,0,1.640689720005416,0,0.36198264664775975,0
2015-02-02 14:28:00,23.736,26.39,510.0,809.0,0.00479618871038935,1.0,2.681528960443424,0,-0.2540980606773054,0,1.8022668973440596,0,0.3806205553281466,0
2015-02-02 14:29:00,23.745,26.445,481.5,815.25,0.00480888622067716,1.0,2.690057430748623,0,-0.24305838958646103,0,1.6668272045749024,0,0.4007045086475292,0
2015-02-02 14:30:00,23.7,26.56,481.8,824.0,0.0048167933677358,1.0,2.647415079222628,0,-0.21997544094196853,0,1.6682528855514196,0,0.42882204329466483,0
2015-02-02 14:31:00,23.7,26.6,475.25,832.0,0.00482410383674874,1.0,2.647415079222628,0,-0.21194658923953572,0,1.6371255175641224,0,0.4545295035434745,0
2015-02-02 14:31:59,23.7,26.7,469.0,845.333333333333,0.00484238075533563,1.0,2.647415079222628,0,-0.19187445998345543,0,1.6074238305533421,0,0.49737527062482306,0
2015-02-02 14:32:59,23.7,26.774,464.0,852.4,0.00485590636128976,1.0,2.647415079222628,0,-0.17702108433395536,0,1.5836624809447182,0,0.5200835271779392,0
2015-02-02 14:34:00,23.7,26.89,464.0,861.0,0.00487710983719076,1.0,2.647415079222628,0,-0.1537374143969018,0,1.5836624809447182,0,0.5477190469454097,0
2015-02-02 14:35:00,23.7,26.9725,455.0,880.0,0.004892190768364,1.0,2.647415079222628,0,-0.1371779077606353,0,1.5408920516491948,0,0.6087742650363327,0
2015-02-02 14:36:00,23.6,26.89,454.0,891.0,0.00484759441396992,1.0,2.5526542980537563,0,-0.1537374143969018,0,1.53613978172747,0,0.6441220228784461,0
2015-02-02 14:37:00,23.64,26.976,458.0,897.6,0.0048750447811301,1.0,2.590558610521305,0,-0.1364753832366727,0,1.5551488614143694,0,0.6653306775837141,0
2015-02-02 14:38:00,23.65,27.05,464.0,900.5,0.00489149158929623,1.0,2.6000346886381904,0,-0.12162200758717262,0,1.5836624809447182,0,0.6746496319239076,0
2015-02-02 14:38:59,23.64,27.1,473.0,908.8,0.00489763024345823,1.0,2.590558610521305,0,-0.11158594295913213,0,1.6264329102402415,0,0.7013211219320475,0
2015-02-02 14:39:59,23.6,27.16,464.0,918.0,0.00489665184522539,1.0,2.5526542980537563,0,-0.09954266540548395,0,1.5836624809447182,0,0.7308847012181788,0
2015-02-02 14:41:00,23.6,27.236,498.4,925.2,0.00491046198855591,1.0,2.5526542980537563,0,-0.0842878471708625,0,1.7471405662520516,0,0.7540214154421077,0
2015-02-02 14:42:00,23.6,27.29,530.2,929.4,0.0049202748285747,1.0,2.5526542980537563,0,-0.07344889737257922,0,1.8982627497629012,0,0.7675178320727326,0
2015-02-02 14:43:00,23.6,27.33,533.6,936.4,0.00492754379701558,1.0,2.5526542980537563,0,-0.0654200456701471,0,1.9144204674967653,0,0.7900118597904411,0
2015-02-02 14:44:00,23.6,27.34,524.25,950.0,0.0049293610654639,1.0,2.5526542980537563,0,-0.06341283274453872,0,1.8699867437286384,0,0.8337145422134177,0
2015-02-02 14:44:59,23.625,27.3925,498.666666666667,961.0,0.00494640574744149,1.0,2.5763444933459736,0,-0.05287496488509666,0,1.7484078382311798,0,0.869062300055531,0
2015-02-02 14:45:59,23.6,27.39,516.333333333333,963.0,0.00493844756573873,1.0,2.5526542980537563,0,-0.05337676811649822,0,1.8323646068483155,0,0.8754891651177333,0
2015-02-02 14:47:00,23.6,27.412,501.2,958.6,0.00494244570930318,1.0,2.5526542980537563,0,-0.04896089968016077,0,1.760446922032881,0,0.8613500619808881,0
2015-02-02 14:48:00,23.6,27.5,522.0,965.333333333333,0.00495843879351724,1.0,2.5526542980537563,0,-0.031297425934809546,0,1.8592941364047575,0,0.8829871743569686,0
2015-02-02 14:49:00,23.6,27.525,520.5,979.25,0.00496298243218165,1.0,2.5526542980537563,0,-0.02627939362078965,0,1.8521657315221702,0,0.9277074437481281,0
2015-02-02 14:50:00,23.6,27.6,505.285714285714,978.428571428571,0.00497661374332263,1.0,2.5526542980537563,0,-0.011225296678728541,0,1.7798633391416412,0,0.9250678384547221,0
2015-02-02 14:51:00,23.6,27.6,488.333333333333,983.0,0.00497661374332263,1.0,2.5526542980537563,0,-0.011225296678728541,0,1.69930104904002,0,0.9397578157397577,0
